open_time,Open,High,Low,Close,Volume,Close_time,Quote_volume,Count,Taker_buy_volume,Taker_buy_quote_volume,Ignore,open_time_converted,close_time_converted
1691078400000,29259.07,29368.86,29137.55,29281.32,5040.57791,1691092799999,147507531.9845382,113698,2422.91041,70905193.8379134,0,2023-08-03 16:00:00,2023-08-03 19:59:59.999
1691092800000,29281.32,29361.14,29165.46,29193.64,3436.32577,1691107199999,100565362.8442657,88426,1635.23646,47861183.5404064,0,2023-08-03 20:00:00,2023-08-03 23:59:59.999
1691107200000,29193.65,29251.68,29100.0,29161.29,2758.43275,1691121599999,80496392.6074274,66156,1136.26195,33158699.5471403,0,2023-08-04 00:00:00,2023-08-04 03:59:59.999
1691121600000,29161.28,29253.02,29134.7,29212.92,2786.72183,1691135999999,81375644.4393054,61483,1236.46545,36104570.8705755,0,2023-08-04 04:00:00,2023-08-04 07:59:59.999
1691136000000,29212.91,29263.52,29137.0,29167.51,3233.96545,1691150399999,94420003.8852804,65601,1352.36805,39486736.3231436,0,2023-08-04 08:00:00,2023-08-04 11:59:59.999
1691150400000,29167.51,29333.08,29130.0,29274.28,5261.81968,1691164799999,153818325.9945052,123393,2643.63871,77286266.1436606,0,2023-08-04 12:00:00,2023-08-04 15:59:59.999
1691164800000,29274.28,29286.7,28950.0,29032.06,5475.27303,1691179199999,159456512.0860293,125532,2268.15588,66044633.8144239,0,2023-08-04 16:00:00,2023-08-04 19:59:59.999
1691179200000,29032.05,29130.35,28807.54,29113.99,4035.73943,1691193599999,117076574.3805427,102685,1902.73899,55203752.6224841,0,2023-08-04 20:00:00,2023-08-04 23:59:59.999
1691193600000,29114.0,29152.23,29065.11,29094.53,2238.91853,1691207999999,65149411.13971,54042,1080.82024,31452722.962615,0,2023-08-05 00:00:00,2023-08-05 03:59:59.999
1691208000000,29094.52,29097.72,29035.0,29052.81,2237.92793,1691222399999,65046935.8022629,49816,1053.27574,30613533.922436,0,2023-08-05 04:00:00,2023-08-05 07:59:59.999
1691222400000,29052.81,29090.39,29044.37,29048.0,2385.2365,1691236799999,69330116.1031407,52626,1059.68208,30800165.2420791,0,2023-08-05 08:00:00,2023-08-05 11:59:59.999
1691236800000,29048.01,29082.13,28978.64,29041.49,2527.96804,1691251199999,73399962.9054977,78366,1213.89044,35245197.0779667,0,2023-08-05 12:00:00,2023-08-05 15:59:59.999
1691251200000,29041.49,29099.0,29009.37,29067.35,1293.61863,1691265599999,37590070.8106629,53854,628.96353,18276911.7326549,0,2023-08-05 16:00:00,2023-08-05 19:59:59.999
1691265600000,29067.36,29092.38,29052.5,29072.13,961.85055,1691279999999,27962063.3605505,43220,454.86417,13223094.2281261,0,2023-08-05 20:00:00,2023-08-05 23:59:59.999
1691280000000,29072.13,29078.95,29036.0,29063.99,1730.38101,1691294399999,50283921.494339,45656,845.73289,24576443.6624642,0,2023-08-06 00:00:00,2023-08-06 03:59:59.999
1691294400000,29064.0,29107.48,29045.96,29092.68,2554.57467,1691308799999,74279462.1142289,48528,1330.36591,38682473.3297542,0,2023-08-06 04:00:00,2023-08-06 07:59:59.999
1691308800000,29092.68,29142.0,29047.82,29078.01,2173.81719,1691323199999,63230097.5065683,53361,1014.04066,29496247.5945554,0,2023-08-06 08:00:00,2023-08-06 11:59:59.999
1691323200000,29078.01,29078.01,28991.88,29012.93,2574.91787,1691337599999,74759996.8904309,68580,1076.7414,31259957.8959005,0,2023-08-06 12:00:00,2023-08-06 15:59:59.999
1691337600000,29012.92,29102.91,29000.52,29088.0,1393.09127,1691351999999,40497578.9299877,51992,722.23701,20994830.7550531,0,2023-08-06 16:00:00,2023-08-06 19:59:59.999
1691352000000,29088.0,29205.09,29038.13,29088.42,2751.41519,1691366399999,80158441.9421957,70537,1482.127,43182990.4584896,0,2023-08-06 20:00:00,2023-08-06 23:59:59.999
1691366400000,29088.43,29229.62,29018.25,29162.67,3469.1155,1691380799999,101094724.3882604,78820,1915.45191,55812835.2113286,0,2023-08-07 00:00:00,2023-08-07 03:59:59.999
1691380800000,29162.66,29197.82,29050.77,29094.09,3151.67245,1691395199999,91799906.3501588,67554,1543.14891,44954944.0375107,0,2023-08-07 04:00:00,2023-08-07 07:59:59.999
1691395200000,29094.09,29153.86,29045.14,29091.44,2870.95625,1691409599999,83516255.2204546,66898,1326.54697,38587921.6518423,0,2023-08-07 08:00:00,2023-08-07 11:59:59.999
1691409600000,29091.44,29150.0,28788.73,28858.44,8042.90902,1691423999999,233105379.7879001,182844,3601.67958,104400691.52618,0,2023-08-07 12:00:00,2023-08-07 15:59:59.999
1691424000000,28858.45,29186.74,28701.03,29154.91,10217.00216,1691438399999,296130159.03555405,198151,5255.69805,152365807.2222608,0,2023-08-07 16:00:00,2023-08-07 19:59:59.999
1691438400000,29154.91,29276.78,29121.12,29211.06,3215.22208,1691452799999,93846170.8989437,77171,1732.96776,50580409.9154528,0,2023-08-07 20:00:00,2023-08-07 23:59:59.999
1691452800000,29211.06,29260.1,29146.45,29195.08,2613.81378,1691467199999,76311512.1567292,58583,1238.16001,36145512.9692664,0,2023-08-08 00:00:00,2023-08-08 03:59:59.999
1691467200000,29195.09,29331.24,29181.81,29187.62,3984.65386,1691481599999,116520479.3842289,77338,2119.82078,61992588.3771395,0,2023-08-08 04:00:00,2023-08-08 07:59:59.999
1691481600000,29187.62,29441.96,29171.47,29438.63,4673.9121,1691495999999,136919715.0739557,99319,2468.68594,72317038.2397898,0,2023-08-08 08:00:00,2023-08-08 11:59:59.999
1691496000000,29438.63,29674.7,29354.0,29535.39,12230.25712,1691510399999,360706774.8358761,225655,6647.53646,196063911.35177752,0,2023-08-08 12:00:00,2023-08-08 15:59:59.999
1691510400000,29535.38,29950.0,29535.38,29884.24,13510.46737,1691524799999,402449124.83202046,237011,7285.48625,216989202.5429224,0,2023-08-08 16:00:00,2023-08-08 19:59:59.999
1691524800000,29884.23,30244.0,29685.76,29770.42,8687.42969,1691539199999,260026925.38315687,179262,4429.93189,132653248.0921408,0,2023-08-08 20:00:00,2023-08-08 23:59:59.999
1691539200000,29770.41,29883.1,29613.0,29716.01,5699.9951,1691553599999,169669976.725576,96417,2514.34169,74845981.8530054,0,2023-08-09 00:00:00,2023-08-09 03:59:59.999
1691553600000,29716.0,29821.29,29673.34,29818.0,4621.81004,1691567999999,137481088.1789881,79000,2328.93794,69276953.9489027,0,2023-08-09 04:00:00,2023-08-09 07:59:59.999
1691568000000,29818.01,29914.19,29740.01,29888.32,4765.65488,1691582399999,142089819.858435,98533,2485.08492,74094655.4778854,0,2023-08-09 08:00:00,2023-08-09 11:59:59.999
1691582400000,29888.32,30160.0,29676.86,29761.7,11490.49149,1691596799999,343629828.0320706,228912,6165.32618,184435865.99392912,0,2023-08-09 12:00:00,2023-08-09 15:59:59.999
1691596800000,29761.7,29774.0,29396.95,29416.22,8420.25502,1691611199999,248822962.98393393,168061,3664.16239,108262789.8085846,0,2023-08-09 16:00:00,2023-08-09 19:59:59.999
1691611200000,29416.21,29626.0,29376.67,29581.99,3005.68072,1691625599999,88703174.3184079,79329,1543.00466,45530129.1694778,0,2023-08-09 20:00:00,2023-08-09 23:59:59.999
1691625600000,29581.99,29660.06,29566.66,29582.63,3086.43915,1691639999999,91372258.5836816,62935,1537.00543,45500515.8013296,0,2023-08-10 00:00:00,2023-08-10 03:59:59.999
1691640000000,29582.63,29616.98,29491.11,29512.0,3524.95587,1691654399999,104145119.009447,63185,1818.88512,53738097.2327272,0,2023-08-10 04:00:00,2023-08-10 07:59:59.999
1691654400000,29511.99,29559.98,29476.0,29504.01,3463.97279,1691668799999,102256895.3799195,67860,1634.17024,48240098.0842437,0,2023-08-10 08:00:00,2023-08-10 11:59:59.999
1691668800000,29504.01,29738.0,29400.0,29466.0,8102.29021,1691683199999,239499969.4435392,176700,3815.06979,112792694.0667735,0,2023-08-10 12:00:00,2023-08-10 15:59:59.999
1691683200000,29465.99,29478.07,29320.2,29444.52,3677.42824,1691697599999,108205324.3407387,95007,1665.41604,49005204.2256131,0,2023-08-10 16:00:00,2023-08-10 19:59:59.999
1691697600000,29444.52,29488.29,29422.71,29455.75,1608.36747,1691711999999,47383905.3303989,48004,733.51891,21610040.7896947,0,2023-08-10 20:00:00,2023-08-10 23:59:59.999
1691712000000,29455.76,29498.17,29352.47,29412.0,2899.21477,1691726399999,85317193.4537375,56011,1250.92836,36807072.9011672,0,2023-08-11 00:00:00,2023-08-11 03:59:59.999
1691726400000,29412.0,29490.0,29380.04,29417.28,3351.66422,1691740799999,98659028.4310782,56234,1669.70643,49149172.6391376,0,2023-08-11 04:00:00,2023-08-11 07:59:59.999
1691740800000,29417.28,29452.33,29350.0,29445.96,3809.67776,1691755199999,112046641.1272255,66277,1703.18461,50093646.4681816,0,2023-08-11 08:00:00,2023-08-11 11:59:59.999
1691755200000,29445.96,29564.52,29354.0,29395.89,5863.2428,1691769599999,172719607.1186323,125288,2908.91338,85694536.5151165,0,2023-08-11 12:00:00,2023-08-11 15:59:59.999
1691769600000,29395.9,29431.03,29252.45,29396.76,3515.35274,1691783999999,103192147.4066245,88897,1704.45152,50033676.9124726,0,2023-08-11 16:00:00,2023-08-11 19:59:59.999
1691784000000,29396.76,29444.73,29396.76,29426.03,1197.89201,1691798399999,35241433.7642387,45121,566.75574,16673606.664133,0,2023-08-11 20:00:00,2023-08-11 23:59:59.999
1691798400000,29426.02,29460.73,29381.56,29402.07,1581.2942,1691812799999,46510005.1624353,47900,679.2623,19979040.5213117,0,2023-08-12 00:00:00,2023-08-12 03:59:59.999
1691812800000,29402.06,29426.68,29384.82,29421.49,1711.51601,1691827199999,50333562.0066399,47173,794.31352,23360345.7056104,0,2023-08-12 04:00:00,2023-08-12 07:59:59.999
1691827200000,29421.48,29434.35,29390.57,29429.85,2189.80574,1691841599999,64416267.3861277,65045,1111.34645,32692272.5583688,0,2023-08-12 08:00:00,2023-08-12 11:59:59.999
1691841600000,29429.85,29458.1,29408.28,29438.81,1390.34294,1691855999999,40919589.6396287,55882,647.39234,19053719.8490483,0,2023-08-12 12:00:00,2023-08-12 15:59:59.999
1691856000000,29438.81,29481.35,29411.58,29416.16,1263.44937,1691870399999,37200210.8443598,53400,584.13047,17198802.4365382,0,2023-08-12 16:00:00,2023-08-12 19:59:59.999
1691870400000,29416.17,29433.16,29400.0,29430.17,835.07242,1691884799999,24569770.5042115,41452,365.54619,10755001.0879125,0,2023-08-12 20:00:00,2023-08-12 23:59:59.999
1691884800000,29430.18,29455.21,29400.0,29418.56,1168.69051,1691899199999,34398391.3052007,40087,535.78805,15769110.0533103,0,2023-08-13 00:00:00,2023-08-13 03:59:59.999
1691899200000,29418.56,29418.57,29363.0,29396.36,1836.11114,1691913599999,53971102.6664091,49322,836.51367,24588453.1017293,0,2023-08-13 04:00:00,2023-08-13 07:59:59.999
1691913600000,29396.37,29416.53,29375.49,29383.38,1855.11829,1691927999999,54548998.4240517,51700,962.4283,28299743.9083636,0,2023-08-13 08:00:00,2023-08-13 11:59:59.999
1691928000000,29383.39,29393.76,29362.0,29374.2,1507.97478,1691942399999,44302679.0423232,59647,672.80896,19766390.8193556,0,2023-08-13 12:00:00,2023-08-13 15:59:59.999
1691942400000,29374.19,29474.65,29328.21,29442.91,2401.6459,1691956799999,70595529.0184146,69122,1299.36693,38196288.0862377,0,2023-08-13 16:00:00,2023-08-13 19:59:59.999
1691956800000,29442.91,29446.0,29272.32,29303.84,2332.16885,1691971199999,68447924.7732831,71848,950.16417,27881743.2783526,0,2023-08-13 20:00:00,2023-08-13 23:59:59.999
1691971200000,29303.85,29429.95,29102.45,29399.91,9359.80818,1691985599999,273941694.3648244,152585,4199.45462,122924389.9946456,0,2023-08-14 00:00:00,2023-08-14 03:59:59.999
1691985600000,29399.91,29469.63,29392.6,29422.01,2986.60563,1691999999999,87883582.224081,75256,1461.02835,42991878.0134906,0,2023-08-14 04:00:00,2023-08-14 07:59:59.999
1692000000000,29422.01,29495.76,29383.63,29409.99,3167.54657,1692014399999,93211177.051045,84275,1697.37128,49948163.073206,0,2023-08-14 08:00:00,2023-08-14 11:59:59.999
1692014400000,29410.0,29672.0,29332.61,29599.99,7136.81271,1692028799999,210585646.3150054,156142,3762.89079,111030618.1938582,0,2023-08-14 12:00:00,2023-08-14 15:59:59.999
1692028800000,29600.0,29695.32,29257.0,29360.54,6860.28114,1692043199999,202168769.9050666,144457,3095.63923,91244224.1804034,0,2023-08-14 16:00:00,2023-08-14 19:59:59.999
1692043200000,29360.54,29471.31,29338.12,29430.93,1932.06109,1692057599999,56822606.8217766,58877,819.72621,24108232.7117806,0,2023-08-14 20:00:00,2023-08-14 23:59:59.999
1692057600000,29430.92,29454.23,29371.99,29402.01,2988.63804,1692071999999,87878320.6647411,60362,1502.07743,44166551.6235474,0,2023-08-15 00:00:00,2023-08-15 03:59:59.999
1692072000000,29402.0,29435.02,29351.33,29408.84,3759.31138,1692086399999,110460453.2386865,71983,1878.17499,55188521.5596682,0,2023-08-15 04:00:00,2023-08-15 07:59:59.999
1692086400000,29408.83,29457.44,29358.0,29366.0,4590.74949,1692100799999,135027189.0906736,83153,2141.12936,62976399.3639105,0,2023-08-15 08:00:00,2023-08-15 11:59:59.999
1692100800000,29365.99,29499.26,29315.0,29332.66,5517.77561,1692115199999,162175058.337881,121259,2523.55998,74179391.1877478,0,2023-08-15 12:00:00,2023-08-15 15:59:59.999
1692115200000,29332.67,29369.23,29059.6,29181.73,7775.93801,1692129599999,227279189.9602984,169052,3354.15829,98035262.3992733,0,2023-08-15 16:00:00,2023-08-15 19:59:59.999
1692129600000,29181.73,29243.08,29135.81,29200.0,2871.46438,1692143999999,83863746.017735,85353,1352.53946,39500079.1249064,0,2023-08-15 20:00:00,2023-08-15 23:59:59.999
1692144000000,29200.01,29259.85,29184.96,29228.51,3589.09589,1692158399999,104912654.0828324,76240,1712.29459,50052256.0992557,0,2023-08-16 00:00:00,2023-08-16 03:59:59.999
1692158400000,29228.51,29235.54,29111.0,29197.67,4292.06725,1692172799999,125280706.2258228,85235,1994.64799,58220699.8046382,0,2023-08-16 04:00:00,2023-08-16 07:59:59.999
1692172800000,29197.67,29216.46,29100.0,29164.67,4256.97828,1692187199999,124181107.9001967,90224,1772.20109,51699342.5461663,0,2023-08-16 08:00:00,2023-08-16 11:59:59.999
1692187200000,29164.67,29211.34,29047.09,29106.55,5632.45835,1692201599999,164084962.4780979,151644,2620.57827,76341630.8441376,0,2023-08-16 12:00:00,2023-08-16 15:59:59.999
1692201600000,29106.55,29235.0,28956.0,29111.7,6779.88052,1692215999999,197189705.69332913,161991,3133.57917,91163355.9811264,0,2023-08-16 16:00:00,2023-08-16 19:59:59.999
1692216000000,29111.69,29139.99,28723.08,28730.51,8446.21825,1692230399999,244221610.62603527,202694,3528.55942,102033111.1544995,0,2023-08-16 20:00:00,2023-08-16 23:59:59.999
1692230400000,28730.51,28783.48,28342.0,28657.31,10139.13995,1692244799999,289770909.2765373,212234,4599.43531,131480105.0052903,0,2023-08-17 00:00:00,2023-08-17 03:59:59.999
1692244800000,28657.3,28706.31,28601.87,28621.99,3829.77192,1692259199999,109721061.086011,93529,1747.80885,50077775.6419022,0,2023-08-17 04:00:00,2023-08-17 07:59:59.999
1692259200000,28622.0,28635.3,28483.89,28545.11,5762.14855,1692273599999,164591576.8225171,125556,2448.49626,69943208.83731,0,2023-08-17 08:00:00,2023-08-17 11:59:59.999
1692273600000,28545.1,28573.55,27888.0,27934.02,19119.98745,1692287999999,540583025.9414365,358457,8563.77878,242155490.6589084,0,2023-08-17 12:00:00,2023-08-17 15:59:59.999
1692288000000,27934.02,28089.78,27700.0,27894.01,14489.295,1692302399999,404372083.73756486,255876,6708.14807,187216785.85393488,0,2023-08-17 16:00:00,2023-08-17 19:59:59.999
1692302400000,27894.0,27920.23,25166.0,26623.41,46931.19746,1692316799999,1246782617.476538,930925,23428.32744,621680597.313277,0,2023-08-17 20:00:00,2023-08-17 23:59:59.999
1692316800000,26623.41,26832.6,26321.18,26398.0,11747.28054,1692331199999,312556210.7405368,247444,6012.56499,159999500.5561563,0,2023-08-18 00:00:00,2023-08-18 03:59:59.999
1692331200000,26397.99,26610.0,26157.71,26429.99,13379.28911,1692345599999,353339712.3938176,265276,6714.75272,177317387.6286623,0,2023-08-18 04:00:00,2023-08-18 07:59:59.999
1692345600000,26430.0,26609.65,26381.6,26494.0,8403.77999,1692359999999,222588626.7093702,177118,3688.08805,97677700.7755414,0,2023-08-18 08:00:00,2023-08-18 11:59:59.999
1692360000000,26494.0,26500.0,25931.95,26002.0,14426.63632,1692374399999,377955308.5166901,232941,6611.72753,173199608.3943884,0,2023-08-18 12:00:00,2023-08-18 15:59:59.999
1692374400000,26001.99,26313.33,25619.0,26065.01,16489.27194,1692388799999,428253410.6762607,254739,8025.8571,208433424.1246458,0,2023-08-18 16:00:00,2023-08-18 19:59:59.999
1692388800000,26065.01,26243.8,26006.01,26054.0,5344.39921,1692403199999,139526254.6627286,115604,2469.25534,64468234.7150093,0,2023-08-18 20:00:00,2023-08-18 23:59:59.999
1692403200000,26054.0,26154.57,25924.0,25967.51,3998.46404,1692417599999,104092746.8524118,100063,1790.47656,46610998.88558,0,2023-08-19 00:00:00,2023-08-19 03:59:59.999
1692417600000,25967.51,26009.18,25801.09,25917.99,4454.75935,1692431999999,115373228.1001558,109165,2069.78946,53601766.1027377,0,2023-08-19 04:00:00,2023-08-19 07:59:59.999
1692432000000,25918.0,25999.01,25884.0,25900.08,4023.9561,1692446399999,104342587.3623043,100431,1947.92641,50515699.4353097,0,2023-08-19 08:00:00,2023-08-19 11:59:59.999
1692446400000,25900.07,26226.04,25872.06,26216.01,6106.37301,1692460799999,158884102.9631817,121988,3384.0112,88054588.4798696,0,2023-08-19 12:00:00,2023-08-19 15:59:59.999
1692460800000,26216.01,26281.0,26026.96,26125.62,5104.24597,1692475199999,133419785.2637724,113960,2602.47327,68030108.3802508,0,2023-08-19 16:00:00,2023-08-19 19:59:59.999
1692475200000,26125.61,26156.0,26033.16,26100.01,2472.95496,1692489599999,64511430.2829294,70157,1157.61908,30196998.5277704,0,2023-08-19 20:00:00,2023-08-19 23:59:59.999
1692489600000,26100.01,26207.88,26046.4,26105.24,2661.66837,1692503999999,69487428.7227796,71082,1452.00948,37909861.1183389,0,2023-08-20 00:00:00,2023-08-20 03:59:59.999
1692504000000,26105.23,26160.16,26047.41,26088.44,2915.3072,1692518399999,76091628.4102295,62699,1682.82103,43924698.8846512,0,2023-08-20 04:00:00,2023-08-20 07:59:59.999
1692518400000,26088.44,26198.72,26058.98,26176.7,3036.61074,1692532799999,79348676.0244575,77527,1567.11006,40948837.388634,0,2023-08-20 08:00:00,2023-08-20 11:59:59.999
1692532800000,26176.69,26217.52,25971.05,26106.83,4427.24407,1692547199999,115581449.1021688,96966,2069.75357,54037522.6567595,0,2023-08-20 12:00:00,2023-08-20 15:59:59.999
1692547200000,26106.83,26162.34,26002.51,26137.25,2456.00338,1692561599999,64105428.5757241,68973,1309.66243,34185871.5206523,0,2023-08-20 16:00:00,2023-08-20 19:59:59.999
1692561600000,26137.25,26299.0,26137.25,26189.99,3560.07833,1692575999999,93266141.3947563,74296,1827.77273,47883237.5134704,0,2023-08-20 20:00:00,2023-08-20 23:59:59.999
1692576000000,26190.0,26195.12,26070.0,26090.66,3015.05087,1692590399999,78754069.1983016,68234,1320.05791,34480398.6470853,0,2023-08-21 00:00:00,2023-08-21 03:59:59.999
1692590400000,26090.66,26189.04,26000.0,26023.34,4091.24604,1692604799999,106662504.1364568,81928,1806.92238,47112060.5317272,0,2023-08-21 04:00:00,2023-08-21 07:59:59.999
1692604800000,26023.33,26088.32,25880.2,26031.6,5803.825,1692619199999,150844129.4358604,103262,2594.60353,67435542.5377811,0,2023-08-21 08:00:00,2023-08-21 11:59:59.999
1692619200000,26031.61,26198.89,25812.0,25939.59,9288.78777,1692633599999,241493524.3110048,149397,4537.57261,117982229.98599,0,2023-08-21 12:00:00,2023-08-21 15:59:59.999
1692633600000,25939.59,26164.0,25937.6,26097.74,4995.45618,1692647999999,130097488.5259807,95286,2324.67305,60536864.8261746,0,2023-08-21 16:00:00,2023-08-21 19:59:59.999
1692648000000,26097.73,26258.42,26082.25,26126.92,3072.87647,1692662399999,80353440.7139881,67880,1468.24316,38395010.8118864,0,2023-08-21 20:00:00,2023-08-21 23:59:59.999
1692662400000,26126.92,26139.42,26025.54,26055.99,2759.8298,1692676799999,71950659.19825,57479,1349.31961,35175179.8855955,0,2023-08-22 00:00:00,2023-08-22 03:59:59.999
1692676800000,26056.0,26117.28,26000.0,26106.69,2705.6774,1692691199999,70479380.1247282,61267,1199.53416,31244584.9619708,0,2023-08-22 04:00:00,2023-08-22 07:59:59.999
1692691200000,26106.69,26112.44,26027.22,26049.64,2844.91271,1692705599999,74146091.9068211,61702,1356.39886,35353858.6481435,0,2023-08-22 08:00:00,2023-08-22 11:59:59.999
1692705600000,26049.63,26100.23,25914.03,25936.61,5083.53852,1692719999999,132226073.372457,97186,2420.81768,62969230.6847035,0,2023-08-22 12:00:00,2023-08-22 15:59:59.999
1692720000000,25936.62,26054.73,25726.29,25779.99,10251.20292,1692734399999,265341134.1927775,161361,4782.70584,123805156.5877156,0,2023-08-22 16:00:00,2023-08-22 19:59:59.999
1692734400000,25780.0,26070.04,25300.0,26056.0,10601.90553,1692748799999,272639005.3652591,164629,5328.15273,137113897.8468449,0,2023-08-22 20:00:00,2023-08-22 23:59:59.999
1692748800000,26055.99,26187.99,25990.15,26006.32,4736.45838,1692763199999,123499418.4135188,81021,2387.1395,62248227.6695026,0,2023-08-23 00:00:00,2023-08-23 03:59:59.999
1692763200000,26006.32,26183.91,25976.72,26057.13,5066.45045,1692777599999,132063384.7154225,80820,2522.12852,65745911.6608452,0,2023-08-23 04:00:00,2023-08-23 07:59:59.999
1692777600000,26057.12,26096.0,25902.62,25939.49,3695.73713,1692791999999,96071966.3107659,75654,1580.42867,41083650.6426305,0,2023-08-23 08:00:00,2023-08-23 11:59:59.999
1692792000000,25939.49,26185.0,25812.82,26144.0,8219.23356,1692806399999,213858004.16446352,128883,4312.11381,112221847.1460761,0,2023-08-23 12:00:00,2023-08-23 15:59:59.999
1692806400000,26143.99,26819.27,26127.24,26632.0,15370.84219,1692820799999,407097919.3770906,194780,7895.31669,209093741.6587856,0,2023-08-23 16:00:00,2023-08-23 19:59:59.999
1692820800000,26632.01,26723.99,26222.43,26432.72,6934.97807,1692835199999,183735558.94114968,112553,3258.53805,86341059.5175601,0,2023-08-23 20:00:00,2023-08-23 23:59:59.999
1692835200000,26432.71,26547.89,26345.76,26442.01,4085.62274,1692849599999,107982794.6768388,70491,1828.77915,48343063.5072327,0,2023-08-24 00:00:00,2023-08-24 03:59:59.999
1692849600000,26442.01,26516.0,26384.0,26477.38,3595.17305,1692863999999,95107757.9728685,66027,1624.06224,42967011.4016228,0,2023-08-24 04:00:00,2023-08-24 07:59:59.999
1692864000000,26477.39,26577.87,26409.4,26444.02,3940.98697,1692878399999,104375296.9894202,80232,1919.38059,50833239.4733834,0,2023-08-24 08:00:00,2023-08-24 11:59:59.999
1692878400000,26444.02,26444.02,25990.72,25996.34,8755.58585,1692892799999,229476181.8378532,154636,3907.23421,102425132.8708314,0,2023-08-24 12:00:00,2023-08-24 15:59:59.999
1692892800000,25996.35,26163.0,25864.0,26039.44,6438.38839,1692907199999,167639732.8883508,122875,3075.01256,80067059.9094617,0,2023-08-24 16:00:00,2023-08-24 19:59:59.999
1692907200000,26039.44,26207.15,25936.01,26180.05,3389.46416,1692921599999,88385201.5329343,81358,1633.46618,42597868.2543114,0,2023-08-24 20:00:00,2023-08-24 23:59:59.999
1692921600000,26180.05,26187.34,26011.41,26106.0,2777.0727,1692935999999,72536005.4777215,67817,1196.48377,31249337.3366065,0,2023-08-25 00:00:00,2023-08-25 03:59:59.999
1692936000000,26106.0,26111.11,25974.22,25980.5,3435.96694,1692950399999,89448354.4556778,75893,1565.2206,40745398.8254322,0,2023-08-25 04:00:00,2023-08-25 07:59:59.999
1692950400000,25980.5,26128.75,25980.49,26096.4,2924.78322,1692964799999,76303534.6881511,76166,1405.03711,36650968.7470465,0,2023-08-25 08:00:00,2023-08-25 11:59:59.999
1692964800000,26096.41,26314.05,25777.15,25932.01,11380.01633,1692979199999,296324096.4146222,200552,5412.96328,140973826.9375273,0,2023-08-25 12:00:00,2023-08-25 15:59:59.999
1692979200000,25932.01,26066.62,25832.25,25972.36,4923.47202,1692993599999,127787794.3119827,118937,2465.85171,64002095.9016037,0,2023-08-25 16:00:00,2023-08-25 19:59:59.999
